Title,Album,Lyrics
Monster,Singles Club,"[Verse 1]
You were my conscience
So solid, now you're like water

And we started drowning
Not like we'd sink any farther
But I let my heart go
It's somewhere down at the bottom
But I'll get a new one
And come back for the hope that you've stolen

[Chorus]
I'll stop the whole world
I'll stop the whole world from turning into a monster
Eating us alive

Don't you ever wonder how we survive?

Well, now that you're gone the world is ours


[Post-Chorus]
Ah-ah, ah, ah
Ah-ah, ah, ah

[Verse 2]
I'm only human
I've got a skeleton in me
But I'm not the villain
Despite what you're always preaching

Call me a traitor
I'm just collecting your victims
And they're getting stronger
I hear them calling

(Calling) Calling

[Chorus]
I'll stop the whole world
I'll stop the whole world from turning into a monster
Eating us alive
Don't you ever wonder how we survive?
Well, now that you're gone the world is ours

[Bridge]
Well, you find your strength in solutions
But I like the tension
And not always knowing the answers
But you're gonna lose it
You're gonna lose it


[Chorus]
I'll stop the whole world
I'll stop the whole world from turning into a monster
Eating us alive
Don't you ever wonder how we survive?
Well, now that you're gone the world
I'll stop the whole world
I'll stop the whole world from turning into a monster
Eating us alive
Don't you ever wonder how we survive?
Now that you're gone the world is ours"
Renegade,Singles Club,"[Verse 1]
And the grass wasn't green enough here
After watering it with my tears

I'm not sure where you went
Now we are just past tense

And the snakes, they are slithering in
Chasing me to my end

I can't say where that is
I'm running again

[Chorus]
And when I get there
It won't be far enough
I'm a renegade
It's in my blood
If ever I get there
It won't be fast enough
I'm a renegade
I always was


[Verse 2]
And the spark never lit up a fire
Though I tried and tried and tried

The wind came from your lungs
A hurricane from your tongue
I'll keep your secrets with me
Right behind my teeth
Your anger, your anchor
But I'll sail much further on
Ah-ah, ah-ah, on

[Chorus]
And when I get there
It won't be far enough
I'm a renegade
It's in my blood
If ever I get there
It won't be fast enough
I'm a renegade
I always was

[Bridge]
(I'll keep running, I'll keep running again)
Keep running, running, running
(I'll keep running, I'll keep running again)
Running, running, running
(I'll keep running, I'll keep running again)

[Chorus]
And when I get there
It won't be far enough
I'm a renegade
It's in my blood
If ever I get there
It won't be fast enough
I'm a renegade
It's in my blood
I'm a renegade
I always was"
Hello Cold World,Singles Club,"[Verse 1]
I feel happy, I feel sad, I feel like running through the walls
I'm overjoyed, I'm undecided and I don't know who I am
Well, maybe I'm not perfect, at least I'm working on it
22 is like the worst idea that I've ever had
It's too much pain, it's too much freedom, what should I do with this?
It's not the way you plan it, it's how you make it happen
Yeah, it's how you make it happen

[Chorus]
It's such a cold, cold world (Hello cold world)
And I can't get out
So I'll just make the best of everything I'll never have
Such a cold, cold world (Hello cold world)
And it's got me down
But I'll get right back up as long as its spins around
Hello cold world
Whoa-ooh-oh-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh

[Verse 2]
Girls and boys keep lining up to see if they can measure up
They look good and they feel wild but it will never be enough
You say you're really hurting, at least you're feeling something
We can hope and we can pray that everything will work out fine
But you can't just stay down on your knees, the revolution is outside
You wanna make a difference, get out and go begin it
Whoa, get out and go begin it

[Chorus]
It's such a cold, cold world (Hello cold world)
And I can't get out
So I'll just make the best of everything I'll never have
Such a cold, cold world (Hello cold world)
And it's got me down
But I'll get right back up as long as its spins around
Hello cold world

[Bridge]
Oh-ooh-oh-oh-oh-oh-oh-oh-oh
Don't need my eyes open wide

Oh-ooh-oh-oh-oh-oh-oh-oh-oh
I just wanna feel something

[Guitar Solo]

[Chorus]
Such a cold, cold world (Hello cold world)
And I can't get out
So I'll just make the best of everything I'll never have
Such a cold, cold world (Hello cold world)
And it's got me down
But I'll get right back up as long as its spins around
Spins around
Whoa-ooh-oh-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh (Hello cold world)
Whoa-ooh-oh-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh (Hello cold world)"
In The Mourning,Singles Club,"[Verse 1]
You escaped like a runaway train
Off the tracks and down again

And my heart's beating like a steam boat tugging


[Pre-Chorus]
All your burdens
On my shoulders


[Chorus]
And in the mourning I'll rise

In the mourning I'll let you die

In the mourning, all my worries

[Verse 2]
And now there's nothing but time that's wasted

And words that have no backbone
And now it seems like the whole world's waiting


[Pre-Chorus]
Can you hear the
Echoes fading?

[Chorus]
In the mourning I'll rise
In the mourning I'll let you die
In the mourning, all my sorries

[Bridge]
And it takes all my strength
Not to dig you up
From the ground in which you lay

The biggest part of me
You were the greatest thing
And now you're just a memory
To let go of


[Chorus]
And in the mourning I'll rise
And in the mourning I'll let you die
In the mourning, all my sorries

[Outro]
In the mourning I'll rise
In the mourning I'll let you die
In the mourning, all my sorries"
Fast in My Car,Paramore,"[Verse 1]
Been through the ringer a couple times
I came out callous and cruel

And my two friends know this very well
Because they went through it too

The three of us were initiates
We had to learn how to deal
And when we spotted a second chance
We had to learn how to steal


[Pre-Chorus]
Hollowed out and filled up with hate

All we want is you to give us a break


[Chorus]
We're driving fast in my car

We've got our riot gear on, but we just want to have fun
No, we're not looking for violence, oh, oh
Tonight we want to have fun


[Verse 2]
No one's the same as they used to be
Much as we try to pretend
No one's as innocent as could be
We all fall short, we all sin

But now we aren't looking backward
We won't try raising the dead

We only see what's in front of us
We only see straight ahead

[Pre-Chorus]
Hollowed out and filled up with hate
All we want is you to give us a break


[Chorus]
We're driving fast in my car

We've got our riot gear on, but we just want to have fun
No, we're not looking for violence, oh, oh
Tonight we want to have fun


[Instrumental Break]

[Bridge]
Get in my car and we'll drive around
We'll make believe we are free
Already proved we can tough it out
And we get along so sweetly


[Chorus]
We're driving fast in my car

We've got our riot gear on, but we just want to have fun
No, we're not looking for violence, oh, oh
Tonight we want to have fun (Oh, oh, oh)

We're driving fast in my car
We're driving fast in my car

And we're not looking for violence, oh, oh

We're driving fast in my car and we want just to have fun"
Now,Paramore,"[Intro]
Don't try to take this from me
Don't try to take this from me now

Don't try to take this from me
Don't try to take this from me now


[Verse 1]
Feels like I'm waking from the dead
And everyone's been waiting on me

Least now I'll never have to wonder
What it's like to sleep a year away

But weren't we indestructible?
I thought that we could brave it all

I never thought that what would take me out
Was hiding down below


[Pre-Chorus]
Lost the battle, win the war
I'm bringing my sinking ship back to the shore

Starting over
or head back in

There's a time and a place to die, but this ain't it


[Chorus]
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now

[Post-Chorus]
Don't try to take this from me
Don't try to take this from me now

Don't try to take this from me
Don't try to take this from me now


[Verse 2]
Wish I could find a crystal ball
For the days I feel completely worthless

You know I'd use it all for good
I would not take it for granted

Instead, I have some memories
For the days I don't feel anything

At the least, they will remind me not to make
The same mistakes again


[Pre-Chorus]
Lost the battle, win the war
I'm bringing my sinking ship back to the shore

Starting over
or head back in

There's a time and a place to die, but this ain't it


[Chorus]
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now

[Bridge]
There's a time and a place to die

There's a time and a place to die and this ain't it

There's a time and a place to die and this ain't it
This ain't it
This ain't it

There's a time and a place to die, there's a time and a place to die
But this ain't it, no


[Chorus]
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now
If there's a future, we want it now
Now, now"
Grow Up,Paramore,"[Verse 1]
I told 'em all where to stick it

I left town with a dime to my name

Said I'm done with all of my fake friends
Self-righteous pawns in a losing game

Got my band and a light that won't go out
Been burning since the day I was born

So I'll cry just a little, then I'll dry my eyes
'Cause I'm not a little girl no more


[Chorus]
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind


[Verse 2]
Stood in line for so long just to picket
Something I won't ever understand

Aren't you tired of always being mad at the world?
Won't you just admit you don't care?

And, lady, I don't want your pity
So don't feel sad for me

I got a love I would die for and a song to sing
Maybe we're both just living out our dream

[Chorus]
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind


[Bridge]
We get along for the most part
Me and reality, the light and the dark
We live alone in two different worlds
Me in a fantasy, you in your memories

But we get along (We get along)
For the most part (We get along)
Yeah, for the most part (We get along)
For the most part (We get along)


[Break]
We get along
We get along


[Chorus]
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind (Leave you behind)
Some of us have to grow up sometimes
And so, if I have to, I'm gonna leave you behind (Leave you behind)

Some of us have to grow up sometimes
(We grow up, never grow old)

And so, if I have to, I'm gonna leave you behind
Some of us have to grow up sometimes
(We grow up, never grow old)

And so, if I have to, I'm gonna leave you behind"
Daydreaming,Paramore,"[Verse 1]
Living in a city of sleepless people
Who all know their limits and won't go too far
Outside the lines

'Cause they're out of their minds


[Verse 2]
I wanna get out and build my own home
On a street where reality is not much different
From dreams I've had

A dream is all I have


[Chorus]
Daydreaming
Daydreaming all the time
Daydreaming
Daydreaming into the night

Daydreaming
Daydreaming all the time
Daydreaming
Daydreaming into the night and I'm alright


[Verse 3]
Creep past the hours like the shorter hand on the clock
Hanging on the wall of a schoolhouse somewhere
We wait for the bell

And we dream of somewhere else

[Chorus]
Daydreaming
Daydreaming all the time
Daydreaming
Daydreaming into the night

Daydreaming
Daydreaming all the time
Daydreaming
Daydreaming into the night and I'm alright


[Bridge]
It's not that I won't remember where I'm from
Just don't wanna be here no more

It's not enough, oh (We're only half alive)

I'm gonna go, oh (We're only half alive)
Where the rest of the dreamers go, oh (We're only half alive)
Where the dreamers go, oh

Ooh

[Chorus]
Daydreaming
Daydreaming all the time (A dream is all I have)
Daydreaming
Daydreaming into the night and I'm alright

Daydreaming
Daydreaming all the time (A dream is all I have)
Daydreamer
We used to be half alive, now I'm alright

[Outro]
I'm alright
I'm alright"
Interlude: Moving On,Paramore,"[Verse 1]
Let 'em have their time
Sit back and let 'em shine
Let 'em rise and rise
'Cause one day they're gonna fall
Let 'em soak in the sun
Sit back and let 'em have their fun
Let 'em spill their guts
'Cause one day they're gonna slip on 'em


[Chorus]
Well, I could be angry, but you're not worth the fight
And, besides, I'm moving on
I've counted to ten and now I'm feeling alright
And, besides, I'm moving on


[Verse 2]
Let 'em play their songs

Let 'em say what's right and wrong

Let 'em do their thing
'Cause that'll never be you and me

We got our own style
We got a way of living life
If they can't get down
Well, we don't need them around

[Chorus]
Well, I could be angry, but you're not worth the fight
And, besides, I'm moving on
I've counted to ten and now I'm feeling alright
And, besides, I'm moving, yes, I'm moving
Besides, I'm moving on"
Ain't It Fun,Paramore,"[Verse 1]
I don't mind lettin' you down easy, but just give it time
If it don't hurt now, a-just wait, just wait a while

You're not the big fish in the pond no more
You are what they're feedin' on


[Pre-Chorus]
So what are you gonna do
When the world don't orbit around you? Ooh, uh, uh
So what are you gonna do
When the world don't orbit around you?


[Chorus]
Ain't it fun
Livin' in the real world?
Ain't it good
Bein' all alone?


[Verse 2]
Where you're from, you might be the one who's runnin' things

Well, you could ring anybody's bell and get what you want

See, it's easy to ignore trouble
When you're livin' in a bubble


[Pre-Chorus]
So what are you gonna do
When the world don't orbit around you? Mm, uh, uh
So what are you gonna do
When nobody wants to fool with you? Oh, uh

[Chorus]
Ain't it fun
Livin' in the real world?
Ain't it good
Bein' all alone?

Ain't it good to be on your own? (Oh)
Ain't it fun you can't count on no one? (Oh)
Ain't it good to be on your own? (Ah)

Ain't it fun you can't count on no one? (Ah)
Ain't it fun
Livin' in the real world?


[Bridge]
Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world


[Break]
Ain't it fun? Ain't it fun?
Baby, now you're one of us
Ain't it fun? Ain't it fun?
Ain't it fun?

[Chorus]
Ain't it fun
Livin' in the real world?
Ain't it good
Ain't it good bein' all alone?
Ain't it fun
Livin' in the real world?
('Cause the world don't orbit around you)

Ain't it good
Ain't it good bein' all alone? (Ah, ah)


[Outro]
Don't go cryin'
To your mama (Not to your mama)
'Cause you're on your own
In the real world (Don't go cryin')
Don't go cryin'
To your mama (To your mama)
'Cause you're on your own (Hey)
In the real world (Oh)
Don't go cryin'
To your mama (Yeah, yeah)
'Cause you're on your own
In the real world (This is the real world)
Don't go cryin' (Hey)
To your mama (Don't go cryin')
'Cause you're on your own (You're on your own)
In the real world (This is the real world)
Don't go cryin' (This is the real world)
To your mama (All you got to do, don't go cryin')
'Cause you're on your own
In the real world (Oh)
Don't go cryin' (Oh, don't you cry)
To your mama (To your mama)
'Cause you're on your own ('Cause you're on your own)
In the real world
Don't go cryin'
Don't you go, don't you go cryin'
Don't go cryin'
You're on your own
Don't go cryin'
Don't, don't, don't go cryin' to your mama
Don't go cryin'
Don't you cry…"
Part II,Paramore,"[Verse 1]
What a shame, what a shame we all remain
Such fragile broken things

A beauty half betrayed
Butterflies with punctured wings

Still there are darkened places
Deep in my heart
Where once was blazing light, now
There's a tiny spark


[Pre-Chorus]
Oh, glory
Come and find me
Oh, glory
Come and find me


[Chorus]
Dancing all alone to the sound of an enemy's song
I'll be lost until you find me
Fighting on my own in a war that's already been won

I'll be lost until you come and find me here, oh, glory


[Verse 2]
What a mess, what a mystery we've made
Of love and other simple things

Learning to forgive
Even when it wasn't a mistake

I question every human
Who won't look in my eyes
Scars left on my heart formed
Patterns in my mind

[Pre-Chorus]
Oh, glory
You will find me


[Chorus]
Dancing all alone to the sound of an enemy's song
I'll be lost until you find me
Fighting on my own in a war that's already been won

I'll be lost until you come and find me here, oh, glory


[Bridge]
(I'll be lost until)

[Outro]
Like the moon, we borrow our light
I am nothing but a shadow in the night
So if you'll let me, I will catch fire
So let your glory and mercy shine"
Last Hope,Paramore,"[Verse 1]
I don't even know myself at all
I thought I would be happy by now

But the more I try to push it, I realize
Gotta let go of control


[Pre-Chorus]
Gotta let it happen
Gotta let it happen

Gotta let it happen
Just let it happen


[Chorus]
It's just a spark, but it's enough
To keep me going

And when it's dark out, no one's around
It keeps glowing


[Verse 2]
Every night, I try my best to dream
Tomorrow makes it better
Then I wake up to the cold reality
And not a thing is changed


[Pre-Chorus]
But it will happen
Gotta let it happen

Gotta let it happen
Gotta let it happen

[Chorus]
It's just a spark, but it's enough
To keep me going

And when it's dark out, no one's around
It keeps glowing
(Ah)
It's just a spark, but it's enough
To keep me going

And when it's dark out, no one's around
It keeps glowing


[Verse 3]
And the salt in my wounds
Isn't burning any more than it used to

It's not that I don't feel the pain
It's just I'm not afraid of hurting anymore

And the blood in these veins
Isn't pumping any less than it ever has
And that's the hope I have
The only thing I know is keeping me alive
Alive


[Bridge]
Gotta let it happen
Gotta let it happen

Gotta let it happen
Gotta let it happen

Gotta let it happen
Gotta let it happen

Gotta let it happen
Gotta let it happen

[Chorus]
It's just a spark, but it's enough
To keep me going
(So if I let go of control now, I can be strong)
And when it's dark out, no one's around
It keeps glowing
(Ah)
It's just a spark, but it's enough
To keep me going
(So if I keep my eyes closed with a blind hope)
And when it's dark out, no one's around
It keeps glowing
(Ah)

[Outro]
Ah, ah, ah
Ah, ah, ah
Ooh, ooh, oh
Mm, ooh, ooh"
Still into You,Paramore,"[Verse 1]
Can't count the years on one hand that we've been together
I need the other one to hold you, make you feel, make you feel better

It's not a walk in the park to love each other
But when our fingers interlock, can't deny, can't deny you're worth it


[Pre-Chorus]
'Cause after all this time
I'm still into you


[Chorus]
I should be over all the butterflies
But I'm into you (I'm into you)

And, baby, even on our worst nights
I'm into you (I'm into you)

Let 'em wonder how we got this far
'Cause I don't really need to wonder at all

Yeah, after all this time
I'm still into you


[Verse 2]
Recount the night that I first met your mother
And on the drive back to my house, I told you that, I told you that I loved ya

You felt the weight of the world fall off your shoulder

And to your favorite song,
we sang along to the start of forever

[Pre-Chorus]
And after all this time
I'm still into you


[Chorus]
I should be over all the butterflies
But I'm into you (I'm into you)

And, baby, even on our worst nights
I'm into you (I'm into you)

Let 'em wonder how we got this far
'Cause I don't really need to wonder at all

Yeah, after all this time
I'm still into you


[Bridge]
Some things just, some things just make sense
And one of those is you and I (Hey)
Some things just, some things just make sense
And even after all this time (Hey)

I'm into you
Baby, not a day goes by that I'm not into you


[Chorus]
I should be over all the butterflies
But I'm into you (I'm into you)

And, baby, even on our worst nights
I'm into you (I'm into you)

Let 'em wonder how we got this far
'Cause I don't really need to wonder at all

Yeah, after all this time
I'm still into you
I'm still into you
I'm still into you"
Anklebiters,Paramore,"[Verse 1]
Why do you care what people think?
Are you hooked up to their leash?
You know anklebiters
Ate up your personality

Try to remember how it felt

To just make up your own steps
And let anklebiters
Chew up, spit out someone else


[Pre-Chorus]
Fall in love with yourself
Because


[Chorus]
Someday you're gonna be the only one you've got
Someday you're gonna be the only one you've got

Why you wanna please the world and leave yourself to drop dead?

Someday you're gonna be the only one you've got


[Verse 2]
What do you actually expect?
A broken mirror to reflect?

You know anklebiters
Gave you a false perception

And why do I (Come on, come on)
Defend your ignorance?
Oh, why do I (Come on, come on)
Defend the state you're in?

[Pre-Chorus]
You should fall in love with yourself
Oh, again

Fall in love with yourself
Because


[Chorus]
Someday you're gonna be the only one you've got
Someday you're gonna be the only one you've got

Why you wanna please the world and leave yourself to drop dead?

Someday you're gonna be
the only one you've got


[Outro]
Anklebiters
Anklebiters
Someday you're gonna be alone
Anklebiters
Anklebiters"
Interlude: Holiday,Paramore,"[Intro]
(Mhm)

[Verse]
Now I can move on to facing big girl problems
No more high school drama, graduated with honors

And I'm drinking coffee while I read the paper
I've been saving money eating only top ramen


[Pre-Chorus]
Oh, oh, oh, oh

[Chorus]
Now I get a holiday
Wherever I go, I might stay
I don't plan on coming back
Ever if I can help it


[Outro]
Now I get a holiday
Think I'll stay
Holiday
Think I'll stay
Now I get a holiday"
Proof,Paramore,"[Verse 1]
It's really hard, I can't cry in your arms 'cause you're not here

It's not your fault and if it was, I wouldn't care

My heart is bigger than the distance in between us

I know it 'cause I feel it beating


[Interlude]
So strong it'll knock you down
So strong, so strong


[Verse 2]
Over here, I can't count the miles away from where I wanna be
I bet your skin is warm and that you're smiling
Yeah, that's what I always loved the most about you
You're so strong, come and knock me down, hey

[Chorus]
Baby, if I'm half the man I say I am (Woah)
If I'm a woman with no fear just like I claim I am (Woah)
Then I'll believe in what you say, there's nothing left for you to do
The only proof that I need is you


[Verse 3]
I'll get in my car, drive it faster than I ever did before

Head out west until I finally reach the shore
And then I'll swim out to wherever you are
And we'll ride the undercurrent down
To the floor, making friends with all the unfamiliar creatures

And pushing back on the unnecessary pressure
Come up for air just so you know we won't drown
You're so strong, the world can't keep us down, hey

[Chorus]
Baby, if I'm half the man I say I am (Woah)
If I'm a woman with no fear just like I claim I am (Woah)
Then I'll believe in what you say, there's nothing left for you to do
The only proof that I need is you


[Post-Chorus]
Yeah
Ooh, yeah
Yeah
Ooh, yeah

[Bridge]
So do you love me? (Yeah)
All you gotta do is say yes
Now do you love me? (Yeah)
And I won't ever second-guess
Now do you love me? (Yeah)
All you gotta do is say yes
Now do you love me? (Yeah)
Then you already proved it

Yeah, yeah

[Chorus]
Baby, if I'm half the man I say I am (Woah)
If I'm a woman with no fear just like I claim I am (Woah)
Then I'll believe in what you say, there's nothing left for you to do
The only proof that I need is
Baby, if I'm half the man I say I am (Woah)
If I'm a woman with no fear just like I claim I am (Woah)
Then I'll believe in what you say, there's nothing left for you to do
The only proof that I need is you"
Hate to See Your Heart Break,Paramore,"[Verse 1]
There is not a single word
In the whole world
That could describe the hurt


[Pre-Chorus]
The dullest knife just sawing back and forth
And ripping through the softest skin there ever was

How were you to know?
Oh, how were you to know?


[Chorus]
And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before

And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before


[Verse 2]
Love happens all the time
To people who aren't kind
And heroes who are blind

[Pre-Chorus]
Expecting perfect scripted movie scenes
Who wants an awkward silent mystery?

How were you to know?
Oh, how were you to know?

[Chorus]
And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before

And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before


[Bridge]
For all the air that's in your lungs
For all the joy that is to come
For all the things that you're alive to feel
Just let the pain remind you hearts can heal
Oh, how were you to know? (How were you to know?)
Oh, how were you to know?

[Chorus]
And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before

And I
I hate to see your heart break
I hate to see your eyes get darker as they close

But I've been there before"
(One of Those) Crazy Girls,Paramore,"[Verse 1]

Now when you say you wanna slow down
Does it mean you wanna slow dance?
Maybe you just want a little extra time to focus
On our romance

What do you mean I got it backwards?
You know we're gonna be forever
Why are you telling me goodbye?
Aren't you gonna stay the night? (Well, alright)


[Chorus]
Are we really over now?
Maybe I can change your mind
Soon as you walk out my door
I'm gonna call a hundred times


[Verse 2]
Now I walk under a pink sky
Lovers float along and pass me by
I pour my heart out to your voicemail

Let you know I caught a bus to your side of town

And now I'm standing at your doorstep
With Los Angeles behind me

If you don't answer, I'll just use the key that I copied
'Cause I really need to see you

[Pre-Chorus]
If you're not here when I break in, I'm gonna go through your closet
Just so I can smell your skin
As the chemicals swim, I know I'll never love again
I swear I'll never love again


[Chorus]
Baby, are we over now?
Maybe I can change your mind
As soon as you walk out my door
I'm gonna call a hundred times


[Bridge]
I'm not one of those crazy girls
I'm not one of those crazy girls
I'm not one of those crazy girls
I'm not one of those crazy girls


[Chorus]
Hey baby, are we over now?
Maybe I can change your mind
As soon as you walk out my door
I'm gonna call a hundred times
Baby, are we over now?
Maybe I can change your mind
Soon as you walk out my door
I'm gonna call a hundred times

[Outro]
Ooh
Now I'm one of those crazy girls
Now I'm one of those crazy girls
Now I'm one of those crazy girls
Now I'm one of those crazy girls"
Interlude: I'm Not Angry Anymore,Paramore,"[Verse 1]
I'm not angry anymore
Well, sometimes I am
I don't think badly of you
Well, sometimes I do


[Chorus]
It depends on the day
The extent of all my worthless rage
I'm not angry anymore


[Verse 2]
I'm not bitter anymore
I'm syrupy sweet
I rot your teeth down to their core
If I'm really happy


[Chorus]
Depends on the day
If I wake up in a giddy haze
Well, I'm not angry
I'm not totally angry
I'm not all that angry anymore"
Be Alone,Paramore,"""Be Alone"" is about Hayley spending much of 2012 as a loner, getting to know herself better. A lot of it can be summed up by this image, which she posted to her Tumblr in May 2012:
[Verse 1]
So what if I don't have a lot to talk about?

I shut my mouth and keep it locked until it counts

And what if I don't ever want to leave my house?
Stay on the couch while all my friends are going out


[Pre-Chorus]
Alone

[Chorus]
You should be alone
Yeah, you should be alone
You should be alone with me
We could be alone
Yeah, we could be alone
But never get too lonely


[Verse 2]
I'll make the journey down the hall back to my room
Kill more time and let it rot inside its tomb (Inside its tomb)

See, I ain't one to climb some social ladder to

Some Shangri-La that all the cool kids will abuse


[Pre-Chorus]
Alone

[Chorus]
You should be alone
Yeah, you should be alone
You should be alone with me
And we could be alone
Yeah, we could be alone
But never get too lonely


[Post-Chorus]
(We could be alone together)

[Bridge]
Oh, oh, oh, oh
Oh, oh, oh, oh
I'm a loner
I'm in love with you alone

Oh, oh, oh, oh
Oh, oh, oh, oh
Come be a loner
Be in love with me alone
Oh, oh, oh, oh

[Chorus]
You should be alone
Yeah, you should be alone
You should be alone with me
We could be alone
Yeah, we could be alone
But never get too lonely

You should be alone
Yeah, you should be alone
You should be alone with me
We could be alone
Yeah, we could be alone
But never get too lonely"
Future,Paramore,"[Spoken Intro]
Yeah
That's how you had it, yeah
Pretty sure
It is, it goes clapping a bit
So interesting that way
Alright, here we go
Gonna go an octave down this time


[Verse 1]
I'm writing the future
I'm writing it out, loud
We don't talk about the past
We don't talk about the past now

So I'm writing the future
I'm leaving a key here
Something won't always be missing
You won't always feel emptier


[Chorus]
Oh
Mm
Oh
Mm

[Verse 2]
Just think of the future
And think of your dreams

You'll get away from here
You'll get away eventually

So just think of the future
Think of a new life
And don't get lost in the memories
Keep your eyes on a new prize

[Chorus]
Ah
Ah
Ah
Ah
Mm
Mm
Mm"
Escape Route,Paramore (Deluxe Edition),"Originally released as a Japan radio exclusive until the release of the deluxe edition of Paramore, ""Escape Route"" shows Hayley moving on form the departure of the Farro brothers.
[Verse 1]
I've got a life out there somewhere, it's waiting
Lined with palm trees and only new faces
If I could look past the present and get there
Well, baby, it's worth a shot

Just enough time to plan an escape route
I put my map on the wall in the basement
Not quite a victory to run from your problems
But it's the only plan that I got
It's the only plan that I got


[Chorus]
And if you try to find me now (Oh, oh, oh)
I'm in all the echoes that have faded out, so
I'm moving on 'cause I just want to feel for once that I belong
And that's what's going on, that's what's going on


[Verse 2]
Crossed the state line and called out a warning
Not too long now, I'll breathe California

Paid my dues and I tried to be loyal
But now I'm done with all that

Where I'm going is everyone's story

We want new lives, we'd love to start over

It's not a question of who are we really
It's who we wanna be

[Chorus]
And if you try to find me now (Oh, oh, oh)
I'm in all the echoes that have faded out, so
I'm moving on 'cause I just want to feel for once that I belong
And that's what's going on


[Bridge]
All that's in between
A brand new life and I is time
But time has not been kind
It's not been kind to me
It's winding backwards

Time has not been kind
It's crawling by
So slowly

[Chorus]
And if you try to find me now (Oh, oh, oh)
I'm in all the echoes that have faded out, so
I'm moving on 'cause I just want to feel for once that I belong
And that's what's going on
And if you try to find me now (Oh, oh, oh)
I'm in all the echoes that have faded out, so
I'm moving on 'cause I just want to feel for once that I belong
And that's what's going on"
Native Tongue,Paramore (Deluxe Edition),"[Verse 1]
How can they say
That it's one way
When it's the opposite?
And how can they know
The end of the story
Before I tell it?


'Cause when I walk
Your feet, they fall
To the same beat

Or maybe we're from two different worlds
But we've got our own language

[Pre-Chorus]
We talk to people
But they never understand
They think we're crazy
'Cause it sounds like noise


[Chorus]
When we're speaking in our native
Speaking in our native tongue
We're speaking in our native
Speaking in our native tongue

[Verse 2]
We used to live
Like we were strangers

We didn't know any better

We didn't fit
In with the out crowd

So we gave in
And we shut our mouths


But oh, I love your history
And I can take it

And when you talk in code to me
I can translate it


[Pre-Chorus]
We talk to people
But they never understand
They think we're crazy
'Cause it sounds like noise to them

Ain't it strange
All the things you hear
When you sit
And listen?


[Chorus]
When we're speaking in our native
Speaking in our native tongue
We're speaking in our native
Speaking in our native tongue

[Post-Chorus]
And all this time I've been wasting my breath
Just wasting my words on everyone else
Now speaking in my native
Speaking in my native tongue


[Bridge]
So come on
Talk it out
So come on
Talk it out
So come on
And talk, talk, talk, talk, talk
Talk it out
(Your voice, it brought me back from the dead, somehow)
So come on
And talk, talk, talk, talk, talk
Talk it out


[Break]
Out!
Out!
Out!

[Chorus]
Speaking in our native
Speaking in our native tongue
We're speaking in our native
Speaking in our native tongue

[Outro]
And all this time I've been wasting my breath
Just wasting my words on everyone else
I'm speaking in my native
Speaking in my native tongue"
